t,x,y,theta,v,omega,h,gamma1,gamma2
20.100000,4.745718,0.732192,0.461116,0.278454,-1.194591,0.067175,0.001000,0.001000
20.200000,4.771335,0.743064,0.341656,0.279293,-1.137401,0.051742,0.001000,0.001000
20.300000,4.798125,0.750907,0.227916,0.280109,-1.024709,0.043874,0.001000,0.001000
20.400000,4.825687,0.755828,0.125445,0.279700,-0.873804,0.041944,0.001000,0.001000
20.500000,4.853555,0.758111,0.038065,0.277679,-0.700507,0.044275,0.001000,0.001000
20.600000,4.881317,0.758196,-0.031986,0.274330,-0.520259,0.049144,0.001000,0.001000
20.700000,4.908701,0.756606,-0.084012,0.270255,-0.345711,0.055211,0.001000,0.001000
20.800000,4.935587,0.753873,-0.118583,0.266091,-0.186941,0.061569,0.001000,0.001000
20.900000,4.961978,0.750478,-0.137277,0.262326,-0.051527,0.067707,0.001000,0.001000
21.000000,4.987954,0.746821,-0.142430,0.259230,0.054635,0.073330,0.001000,0.001000
21.100000,5.013625,0.743212,-0.136966,0.256841,0.130276,0.078418,0.001000,0.001000
21.200000,5.039091,0.739871,-0.123938,0.255072,0.175676,0.082940,0.001000,0.001000
21.300000,5.064428,0.736940,-0.106371,0.253771,0.192535,0.086790,0.001000,0.001000
21.400000,5.089686,0.734489,-0.087117,0.252789,0.185870,0.089960,0.001000,0.001000
21.500000,5.114888,0.732524,-0.068530,0.252014,0.160418,0.092389,0.001000,0.001000
21.600000,5.140044,0.731000,-0.052489,0.251399,0.121098,0.094071,0.001000,0.001000
21.700000,5.165156,0.729833,-0.040379,0.250934,0.072942,0.095044,0.001000,0.001000
21.800000,5.190233,0.728911,-0.033085,0.250648,0.019685,0.095421,0.001000,0.001000
21.900000,5.215284,0.728107,-0.031116,0.250576,-0.034628,0.095382,0.001000,0.001000
22.000000,5.240329,0.727284,-0.034579,0.250770,-0.087977,0.095133,0.001000,0.001000
22.100000,5.265386,0.726307,-0.043377,0.251271,-0.138663,0.094873,0.001000,0.001000
22.200000,5.290482,0.725043,-0.057243,0.252132,-0.186641,0.094797,0.001000,0.001000
22.300000,5.315639,0.723366,-0.075907,0.253418,-0.231987,0.095065,0.001000,0.001000
22.400000,5.340883,0.721151,-0.099106,0.255225,-0.275883,0.095810,0.001000,0.001000
22.500000,5.366242,0.718276,-0.126694,0.257685,-0.319484,0.097094,0.001000,0.001000
22.600000,5.391748,0.714612,-0.158642,0.260971,-0.363517,0.098998,0.001000,0.001000
22.700000,5.417437,0.710022,-0.194994,0.265279,-0.407729,0.101628,0.001000,0.001000
22.800000,5.443350,0.704353,-0.235767,0.270852,-0.451823,0.104948,0.001000,0.001000
22.900000,5.469534,0.697433,-0.280949,0.277874,-0.493629,0.109108,0.001000,0.001000
23.000000,5.496031,0.689073,-0.330312,0.286501,-0.530593,0.114138,0.001000,0.001000
23.100000,5.522873,0.679066,-0.383371,0.296806,-0.560409,0.120047,0.001000,0.001000
23.200000,5.550073,0.667199,-0.439412,0.308758,-0.580779,0.126781,0.001000,0.001000
23.300000,5.577619,0.653260,-0.497490,0.322223,-0.590443,0.134181,0.001000,0.001000
23.400000,5.605465,0.637056,-0.556535,0.336995,-0.589275,0.141914,0.001000,0.001000
23.500000,5.633538,0.618422,-0.615462,0.352800,-0.578097,0.149488,0.001000,0.001000
23.600000,5.661740,0.597233,-0.673272,0.369328,-0.558556,0.156233,0.001000,0.001000
23.700000,5.689955,0.573409,-0.729127,0.386221,-0.532870,0.161388,0.001000,0.001000
23.800000,5.718059,0.546923,-0.782414,0.403067,-0.503884,0.164065,0.001000,0.001000
23.900000,5.745917,0.517799,-0.832803,0.419324,-0.475481,0.163324,0.001000,0.001000
24.000000,5.773382,0.486118,-0.880351,0.434111,-0.453960,0.158156,0.001000,0.001000
24.100000,5.800260,0.452034,-0.925747,0.445617,-0.452591,0.147510,0.001000,0.001000
24.200000,5.826238,0.415832,-0.971006,0.449597,-0.505800,0.129933,0.001000,0.001000
24.300000,5.850667,0.378094,-1.021586,0.425941,-0.691176,0.102717,0.001000,0.001000
24.400000,5.871629,0.341024,-1.090704,0.254618,-1.017886,0.064974,0.001000,0.001000
24.500000,5.882220,0.317882,-1.192492,0.231739,-1.078045,0.046353,0.001000,0.001000
24.600000,5.889603,0.295928,-1.300297,0.222059,-1.054640,0.034142,0.001000,0.001000
24.700000,5.894398,0.274256,-1.405761,0.227593,-0.991085,0.025747,0.001000,0.001000
24.800000,5.897020,0.251658,-1.504869,0.510401,-0.834324,0.021215,0.001000,0.001000
24.900000,5.898255,0.200647,-1.588302,0.535365,-0.879377,0.003362,0.001000,0.001000
25.000000,5.894967,0.147229,-1.676239,0.523274,-0.647128,0.000314,0.001000,0.001000
25.100000,5.887780,0.095407,-1.740952,0.609916,-0.063684,0.021597,0.001000,0.001000
25.200000,5.877261,0.035329,-1.747321,0.606560,0.117166,0.040130,0.001000,0.001000
25.300000,5.866959,-0.024445,-1.735604,0.606718,0.231833,0.059114,0.001000,0.001000
25.400000,5.857700,-0.084405,-1.712421,0.615158,0.320066,0.078700,0.001000,0.001000
25.500000,5.849993,-0.145433,-1.680414,0.646062,0.492344,0.099712,0.001000,0.001000
25.600000,5.844508,-0.209800,-1.631180,0.668997,0.694264,0.123762,0.001000,0.001000
25.700000,5.842792,-0.276664,-1.561753,0.685269,0.798708,0.148964,0.001000,0.001000
25.800000,5.846146,-0.345091,-1.481882,0.700063,0.855321,0.171844,0.001000,0.001000
25.900000,5.855335,-0.414470,-1.396350,0.713373,0.878550,0.190834,0.001000,0.001000
26.000000,5.870784,-0.484090,-1.308495,0.722966,0.869611,0.205163,0.001000,0.001000
26.100000,5.892542,-0.553012,-1.221534,0.728535,0.833024,0.214248,0.001000,0.001000
26.200000,5.920293,-0.620350,-1.138232,0.730222,0.778966,0.218146,0.001000,0.001000
26.300000,5.953454,-0.685387,-1.060335,0.727399,0.710139,0.217440,0.001000,0.001000
26.400000,5.991216,-0.747540,-0.989321,0.720217,0.629095,0.213018,0.001000,0.001000
26.500000,6.032641,-0.806441,-0.926412,0.709449,0.541559,0.205797,0.001000,0.001000
26.600000,6.076772,-0.861978,-0.872256,0.695708,0.451765,0.196842,0.001000,0.001000
26.700000,6.122701,-0.914226,-0.827079,0.679601,0.361836,0.186942,0.001000,0.001000
26.800000,6.169607,-0.963398,-0.790896,0.661988,0.274729,0.176659,0.001000,0.001000
26.900000,6.216799,-1.009819,-0.763423,0.643720,0.193946,0.166379,0.001000,0.001000
27.000000,6.263735,-1.053872,-0.744028,0.625381,0.121980,0.156226,0.001000,0.001000
27.100000,6.310004,-1.095945,-0.731830,0.607348,0.060476,0.146336,0.001000,0.001000
27.200000,6.355311,-1.136393,-0.725783,0.589804,0.010259,0.136621,0.001000,0.001000
27.300000,6.399447,-1.175517,-0.724757,0.572781,-0.028385,0.126890,0.001000,0.001000
27.400000,6.442275,-1.213550,-0.727595,0.556195,-0.055547,0.116959,0.001000,0.001000
27.500000,6.483707,-1.250656,-0.733150,0.539845,-0.071447,0.106603,0.001000,0.001000
27.600000,6.523692,-1.286927,-0.740295,0.523359,-0.075923,0.095547,0.001000,0.001000
27.700000,6.562196,-1.322374,-0.747887,0.505927,-0.067023,0.083676,0.001000,0.001000
27.800000,6.599171,-1.356905,-0.754589,0.485041,-0.034678,0.070857,0.001000,0.001000
27.900000,6.634451,-1.390191,-0.758057,0.450429,0.077309,0.056943,0.001000,0.001000
28.000000,6.667279,-1.421032,-0.750326,0.245138,0.416728,0.039019,0.001000,0.001000
28.100000,6.685553,-1.437369,-0.708653,0.162530,0.636677,0.025826,0.001000,0.001000
28.200000,6.698222,-1.447547,-0.644986,0.144354,0.714532,0.018302,0.001000,0.001000
28.300000,6.710057,-1.455806,-0.573532,0.141256,0.733672,0.013401,0.001000,0.001000
28.400000,6.722193,-1.463029,-0.500165,0.144262,0.719327,0.010082,0.001000,0.001000
28.500000,6.735090,-1.469486,-0.428233,0.150233,0.684357,0.007769,0.001000,0.001000
28.600000,6.748959,-1.475252,-0.359797,0.157318,0.638443,0.006009,0.001000,0.001000
28.700000,6.763850,-1.480318,-0.295953,0.165679,0.583505,0.004780,0.001000,0.001000
28.800000,6.779830,-1.484685,-0.237602,0.174472,0.527178,0.003756,0.001000,0.001000
28.900000,6.796887,-1.488343,-0.184884,0.185519,0.468896,0.003024,0.001000,0.001000
29.000000,6.815196,-1.491324,-0.137995,0.200888,0.411192,0.002458,0.001000,0.001000
29.100000,6.835145,-1.493678,-0.096875,0.224542,0.356267,0.001987,0.001000,0.001000
29.200000,6.857528,-1.495451,-0.061249,0.267472,0.301009,0.001620,0.001000,0.001000
29.300000,6.884246,-1.496686,-0.031148,0.359176,0.219979,0.001357,0.001000,0.001000
29.400000,6.920156,-1.497410,-0.009150,0.430160,0.115981,0.001182,0.001000,0.001000
29.500000,6.963171,-1.497554,0.002448,0.412280,0.098099,0.001194,0.001000,0.001000
29.600000,7.004398,-1.497251,0.012258,0.396162,0.078943,0.001463,0.001000,0.001000
29.700000,7.044009,-1.496609,0.020152,0.381663,0.060349,0.001920,0.001000,0.001000
29.800000,7.082165,-1.495725,0.026187,0.368639,0.044140,0.002515,0.001000,0.001000
29.900000,7.119014,-1.494678,0.030601,0.356949,0.032005,0.003210,0.001000,0.001000
30.000000,7.154690,-1.493529,0.033802,0.346455,0.025426,0.003981,0.001000,0.001000
30.100000,7.189314,-1.492314,0.036344,0.337036,0.025674,0.004815,0.001000,0.001000
30.200000,7.222994,-1.491046,0.038912,0.328593,0.033964,0.005707,0.001000,0.001000
30.300000,7.255826,-1.489712,0.042308,0.321057,0.051058,0.006651,0.001000,0.001000
30.400000,7.287899,-1.488272,0.047414,0.314392,0.076619,0.007641,0.001000,0.001000
30.500000,7.319297,-1.486662,0.055076,0.308650,0.114073,0.008698,0.001000,0.001000
30.600000,7.350105,-1.484787,0.066483,0.303962,0.164993,0.009818,0.001000,0.001000
30.700000,7.380416,-1.482518,0.082982,0.300580,0.229938,0.011001,0.001000,0.001000
30.800000,7.410339,-1.479682,0.105976,0.298861,0.307297,0.012275,0.001000,0.001000
30.900000,7.440005,-1.476065,0.136706,0.299229,0.392775,0.013705,0.001000,0.001000
31.000000,7.469561,-1.471406,0.175983,0.301977,0.477617,0.015680,0.001000,0.001000
31.100000,7.499154,-1.465411,0.223745,0.307278,0.554104,0.018590,0.001000,0.001000
31.200000,7.528912,-1.457767,0.279155,0.315034,0.614955,0.023037,0.001000,0.001000
31.300000,7.558910,-1.448161,0.340651,0.324985,0.656389,0.029482,0.001000,0.001000
31.400000,7.589163,-1.436306,0.406290,0.336746,0.677447,0.038257,0.001000,0.001000
31.500000,7.619622,-1.421960,0.474035,0.349880,0.679535,0.049529,0.001000,0.001000
31.600000,7.650185,-1.404944,0.541988,0.363981,0.665562,0.063204,0.001000,0.001000
31.700000,7.680719,-1.385145,0.608544,0.378680,0.638939,0.079096,0.001000,0.001000
31.800000,7.711077,-1.362519,0.672438,0.393674,0.603090,0.096870,0.001000,0.001000
31.900000,7.741116,-1.337084,0.732747,0.408717,0.561082,0.116098,0.001000,0.001000
32.000000,7.770715,-1.308907,0.788855,0.423619,0.515491,0.136340,0.001000,0.001000
32.100000,7.799778,-1.278093,0.840405,0.438227,0.468364,0.157083,0.001000,0.001000
32.200000,7.828240,-1.244776,0.887241,0.452424,0.421291,0.177861,0.001000,0.001000
32.300000,7.856066,-1.209107,0.929370,0.466116,0.375429,0.198250,0.001000,0.001000
32.400000,7.883248,-1.171245,0.966913,0.479227,0.331607,0.217793,0.001000,0.001000
32.500000,7.909801,-1.131354,1.000074,0.491695,0.290371,0.236156,0.001000,0.001000
32.600000,7.935760,-1.089598,1.029111,0.503471,0.252053,0.253046,0.001000,0.001000
32.700000,7.961172,-1.046136,1.054316,0.514514,0.216824,0.268232,0.001000,0.001000
32.800000,7.986093,-1.001124,1.075998,0.524793,0.184734,0.281612,0.001000,0.001000
32.900000,8.010585,-0.954711,1.094472,0.534286,0.155744,0.293097,0.001000,0.001000
33.000000,8.034712,-0.907041,1.110046,0.542980,0.129760,0.302712,0.001000,0.001000
33.100000,8.058537,-0.858250,1.123022,0.550870,0.106648,0.310556,0.001000,0.001000
33.200000,8.082123,-0.808467,1.133687,0.557956,0.086254,0.316745,0.001000,0.001000
33.300000,8.105524,-0.757817,1.142312,0.564245,0.068399,0.321468,0.001000,0.001000
33.400000,8.128792,-0.706413,1.149152,0.569747,0.052893,0.324957,0.001000,0.001000
33.500000,8.151972,-0.654367,1.154441,0.574471,0.039521,0.327406,0.001000,0.001000
33.600000,8.175102,-0.601782,1.158394,0.578425,0.028044,0.329036,0.001000,0.001000
33.700000,8.198211,-0.548757,1.161198,0.581615,0.018196,0.330046,0.001000,0.001000
33.800000,8.221325,-0.495385,1.163018,0.584045,0.009693,0.330556,0.001000,0.001000
33.900000,8.244460,-0.441758,1.163987,0.585719,0.002236,0.330647,0.001000,0.001000
34.000000,8.267630,-0.387964,1.164210,0.586640,-0.004448,0.330382,0.001000,0.001000
34.100000,8.290842,-0.334088,1.163766,0.586814,-0.010614,0.329721,0.001000,0.001000
34.200000,8.314102,-0.280213,1.162704,0.586248,-0.016466,0.328548,0.001000,0.001000
34.300000,8.337412,-0.226422,1.161058,0.584949,-0.022155,0.326788,0.001000,0.001000
34.400000,8.360774,-0.172794,1.158842,0.582928,-0.027781,0.324270,0.001000,0.001000
34.500000,8.384189,-0.119411,1.156064,0.580192,-0.033403,0.320785,0.001000,0.001000
34.600000,8.407656,-0.066350,1.152724,0.576747,-0.039048,0.316209,0.001000,0.001000
34.700000,8.431175,-0.013688,1.148819,0.572597,-0.044733,0.310352,0.001000,0.001000
34.800000,8.454743,0.038496,1.144346,0.567746,-0.050468,0.303044,0.001000,0.001000
34.900000,8.478358,0.090127,1.139299,0.562193,-0.056274,0.294211,0.001000,0.001000
35.000000,8.502014,0.141127,1.133671,0.555937,-0.062184,0.283727,0.001000,0.001000
35.100000,8.525705,0.191419,1.127453,0.548974,-0.068251,0.271559,0.001000,0.001000
35.200000,8.549423,0.240929,1.120628,0.541298,-0.074547,0.257737,0.001000,0.001000
35.300000,8.573157,0.289578,1.113173,0.532900,-0.081167,0.242259,0.001000,0.001000
35.400000,8.596896,0.337288,1.105057,0.523760,-0.088232,0.225255,0.001000,0.001000
35.500000,8.620623,0.383981,1.096233,0.513842,-0.095891,0.206878,0.001000,0.001000
35.600000,8.644322,0.429574,1.086644,0.503073,-0.104338,0.187291,0.001000,0.001000
35.700000,8.667970,0.473976,1.076211,0.491291,-0.113863,0.166744,0.001000,0.001000
35.800000,8.691535,0.517084,1.064824,0.478152,-0.124966,0.145520,0.001000,0.001000
35.900000,8.714970,0.558763,1.052328,0.462776,-0.138773,0.123931,0.001000,0.001000
36.000000,8.738181,0.598798,1.038450,0.442644,-0.158818,0.102361,0.001000,0.001000
36.100000,8.760950,0.636757,1.022568,0.410132,-0.199914,0.081179,0.001000,0.001000
36.200000,8.782673,0.671544,1.002577,0.339361,-0.317870,0.060425,0.001000,0.001000
36.300000,8.801387,0.699852,0.970790,0.179133,-0.568547,0.039678,0.001000,0.001000
36.400000,8.811916,0.714341,0.913935,0.115621,-0.745614,0.026333,0.001000,0.001000
36.500000,8.819311,0.723226,0.839374,0.095641,-0.830594,0.018337,0.001000,0.001000
36.600000,8.825987,0.730070,0.756315,0.091439,-0.861129,0.013345,0.001000,0.001000
36.700000,8.832900,0.736051,0.670202,0.094613,-0.860801,0.009979,0.001000,0.001000
36.800000,8.840559,0.741602,0.584122,0.102508,-0.835907,0.007813,0.001000,0.001000
36.900000,8.849336,0.746891,0.500531,0.112956,-0.796677,0.006244,0.001000,0.001000
37.000000,8.859451,0.751912,0.420863,0.124623,-0.746199,0.005119,0.001000,0.001000
37.100000,8.871005,0.756574,0.346243,0.135364,-0.690487,0.004196,0.001000,0.001000
37.200000,8.883887,0.760725,0.277195,0.142340,-0.632437,0.003454,0.001000,0.001000
37.300000,8.897691,0.764185,0.213951,0.140817,-0.580246,0.002706,0.001000,0.001000
37.400000,8.911531,0.766774,0.155926,0.126392,-0.536400,0.002029,0.001000,0.001000
37.500000,8.924064,0.768401,0.102286,0.099473,-0.505542,0.001354,0.001000,0.001000
37.600000,8.933980,0.769166,0.051732,0.071091,-0.485295,0.000760,0.001000,0.001000
37.700000,8.941086,0.769361,0.003203,0.050260,-0.470250,0.000349,0.001000,0.001000
37.800000,8.946111,0.769259,-0.043822,0.036445,-0.460116,0.000045,0.001000,0.001000
37.900000,8.949747,0.769016,-0.089834,0.028137,-0.446668,-0.000028,0.001000,0.001000
38.000000,8.952542,0.768701,-0.134501,0.022213,-0.439534,-0.000154,0.001000,0.001000
38.100000,8.954736,0.768355,-0.178454,0.018338,-0.430192,-0.000167,0.001000,0.001000
38.200000,8.956534,0.767991,-0.221474,0.015695,-0.419807,-0.000115,0.001000,0.001000
38.300000,8.958057,0.767614,-0.263454,0.013824,-0.409468,-0.000035,0.001000,0.001000
38.400000,8.959384,0.767227,-0.304401,0.012463,-0.399701,0.000054,0.001000,0.001000
38.500000,8.960565,0.766829,-0.344371,0.011374,-0.393466,0.000087,0.001000,0.001000
38.600000,8.961628,0.766424,-0.383718,0.010503,-0.389712,0.000083,0.001000,0.001000
38.700000,8.962594,0.766012,-0.422689,0.009871,-0.384885,0.000109,0.001000,0.001000
38.800000,8.963486,0.765590,-0.461177,0.009414,-0.379646,0.000150,0.001000,0.001000
38.900000,8.964321,0.765155,-0.499142,0.009090,-0.374395,0.000199,0.001000,0.001000
39.000000,8.965111,0.764705,-0.536582,0.008871,-0.369380,0.000248,0.001000,0.001000
39.100000,8.965865,0.764238,-0.573519,0.008739,-0.364744,0.000296,0.001000,0.001000
39.200000,8.966590,0.763750,-0.609994,0.008683,-0.360574,0.000339,0.001000,0.001000
39.300000,8.967293,0.763240,-0.646051,0.008694,-0.356916,0.000378,0.001000,0.001000
39.400000,8.967977,0.762705,-0.681743,0.008768,-0.353793,0.000411,0.001000,0.001000
39.500000,8.968648,0.762140,-0.717122,0.008907,-0.351217,0.000439,0.001000,0.001000
39.600000,8.969309,0.761543,-0.752244,0.009110,-0.349196,0.000461,0.001000,0.001000
39.700000,8.969963,0.760909,-0.787164,0.009384,-0.347738,0.000478,0.001000,0.001000
39.800000,8.970614,0.760233,-0.821937,0.009695,-0.350604,0.000423,0.001000,0.001000
39.900000,8.971262,0.759512,-0.856998,0.010113,-0.350435,0.000415,0.001000,0.001000
40.000000,8.971910,0.758736,-0.892041,0.010113,-0.350435,0.000415,0.001000,0.001000
